325, -195
324, -195
323, -195
322, -195
321, -195
320, -195
319, -195
318, -195
317, -195
316, -195
315, -195
314, -195
313, -195
312, -195
311, -195
310, -195
309, -195
308, -195
307, -195
306, -195
305, -195
304, -195
303, -195
302, -195
301, -195
300, -195
299, -195
298, -195
297, -195
296, -195
295, -195
294, -195
293, -195
292, -195
291, -195
290, -195
289, -195
288, -195
287, -195
286, -195
285, -195
284, -195
283, -195
282, -195
281, -195
280, -195
279, -195
278, -195
277, -195
276, -195
275, -195
274, -195
273, -195
272, -195
271, -195
270, -195
269, -195
268, -195
267, -195
266, -195
265, -195
264, -195
263, -195
262, -195
261, -195
260, -195
259, -195
258, -195
257, -195
256, -195
255, -195
254, -195
253, -195
252, -195
251, -195
250, -195
249, -195
248, -195
247, -195
246, -195
245, -195
244, -195
243, -195
242, -195
241, -195
240, -195
239, -195
238, -195
237, -195
236, -195
235, -195
234, -195
233, -195
232, -195
231, -195
230, -195
229, -195
228, -195
227, -195
226, -195
225, -195
224, -195
223, -195
222, -195
221, -195
220, -195
219, -195
218, -195
217, -195
216, -195
215, -195
214, -195
213, -195
212, -195
211, -195
210, -195
209, -195
208, -195
207, -195
206, -195
205, -195
204, -195
203, -195
202, -195
201, -195
200, -195
199, -195
198, -195
197, -195
196, -195
195, -195
194, -195
193, -195
192, -195
191, -195
190, -195
189, -195
188, -195
187, -195
186, -195
185, -195
184, -195
183, -195
182, -195
181, -195
180, -195
179, -195
178, -195
177, -195
176, -195
175, -195
174, -195
173, -195
172, -195
171, -195
170, -195
169, -195
168, -195
167, -195
166, -195
165, -195
164, -195
163, -195
162, -195
161, -195
160, -195
159, -195
158, -195
157, -195
156, -195
155, -195
154, -195
153, -195
152, -195
151, -195
150, -195
149, -195
148, -195
147, -195
146, -195
145, -195
144, -195
143, -195
142, -195
141, -195
140, -195
139, -195
138, -195
137, -195
136, -195
135, -195
